date,symbol,index_name,open,high,low,close,volume
2016-05-02,^SSMI,SMI,7985.259765625,7993.6298828125,7958.1201171875,7977.77001953125,28313900
2016-05-02,^STOXX50E,EuroStoxx50,3037.6201171875,3045.6298828125,3019.9599609375,3032.60009765625,43277800
2016-05-03,^DJI,DowJones,17870.75,17870.75,17670.880859375,17750.91015625,97060000
2016-05-03,^FCHI,CAC40,4435.0,4437.64990234375,4364.009765625,4371.97998046875,107768800
2016-05-03,^FTSE,FTSE100,6241.89990234375,6270.0,6159.89990234375,6185.60009765625,869478400
2016-05-03,^GDAXI,DAX,10052.5498046875,10061.9501953125,9918.4296875,9926.76953125,125616200
2016-05-03,^GSPC,SP500,2077.179931640625,2077.179931640625,2054.889892578125,2063.3701171875,4173390000
2016-05-03,^HSI,HangSeng,21061.76953125,21061.76953125,20668.369140625,20676.939453125,1707700000
2016-05-03,^IXIC,NASDAQ,4780.8798828125,4791.43017578125,4749.7099609375,4763.22021484375,1984340000
2016-05-03,^SSMI,SMI,7938.5,7940.7001953125,7817.43994140625,7850.68017578125,66422400
2016-05-03,^STOXX50E,EuroStoxx50,3029.10009765625,3029.10009765625,2972.06005859375,2974.199951171875,55325700
2016-05-04,^DJI,DowJones,17735.01953125,17738.060546875,17609.009765625,17651.259765625,95020000
2016-05-04,^FCHI,CAC40,4365.2001953125,4387.75,4317.27978515625,4324.22998046875,116952000
2016-05-04,^FTSE,FTSE100,6185.60009765625,6185.60009765625,6100.7998046875,6112.0,775563200
2016-05-04,^GDAXI,DAX,9925.25,9959.419921875,9812.73046875,9828.25,102911700
2016-05-04,^GSPC,SP500,2060.300048828125,2060.300048828125,2045.550048828125,2051.1201171875,4058560000
2016-05-04,^HSI,HangSeng,20556.5,20580.380859375,20411.41015625,20525.830078125,1555900000
2016-05-04,^IXIC,NASDAQ,4735.27978515625,4751.64013671875,4713.91015625,4725.64013671875,1950800000
2016-05-04,^SSMI,SMI,7853.0498046875,7882.27978515625,7752.3798828125,7752.97021484375,49923300
2016-05-04,^STOXX50E,EuroStoxx50,2967.429931640625,2982.35009765625,2934.330078125,2938.75,57467200
2016-05-05,^DJI,DowJones,17664.48046875,17736.109375,17615.8203125,17660.7109375,81530000
2016-05-05,^FCHI,CAC40,4321.35986328125,4346.2001953125,4303.25,4319.4599609375,79774300
2016-05-05,^FTSE,FTSE100,6112.0,6152.60009765625,6102.2998046875,6117.2998046875,713231200
2016-05-05,^GDAXI,DAX,9849.7001953125,9921.3701171875,9805.5498046875,9851.8603515625,71084400
2016-05-05,^GSPC,SP500,2052.949951171875,2060.22998046875,2045.77001953125,2050.6298828125,4008530000
2016-05-05,^HSI,HangSeng,20363.859375,20534.759765625,20342.75,20449.8203125,1355000000
2016-05-05,^IXIC,NASDAQ,4742.419921875,4744.5498046875,4709.75,4717.08984375,1888350000
2016-05-06,^DJI,DowJones,17650.30078125,17744.5390625,17580.380859375,17740.630859375,80020000
2016-05-06,^FCHI,CAC40,4290.41015625,4311.490234375,4245.169921875,4301.240234375,111464700
2016-05-06,^FTSE,FTSE100,6117.2998046875,6129.89990234375,6054.7001953125,6125.7001953125,698735000
2016-05-06,^GDAXI,DAX,9805.3896484375,9917.6298828125,9737.0,9869.9501953125,87146300
2016-05-06,^GSPC,SP500,2047.77001953125,2057.719970703125,2039.449951171875,2057.139892578125,3796350000
2016-05-06,^HSI,HangSeng,20357.44921875,20377.939453125,20058.76953125,20109.869140625,1725800000
2016-05-06,^IXIC,NASDAQ,4695.89990234375,4736.16015625,4684.27978515625,4736.16015625,1860800000
2016-05-06,^N225,Nikkei225,16212.669921875,16271.6103515625,15989.349609375,16106.7197265625,148100000
2016-05-06,^SSMI,SMI,7743.009765625,7758.52978515625,7689.509765625,7735.60009765625,52914000
2016-05-06,^STOXX50E,EuroStoxx50,2938.6201171875,2950.199951171875,2893.6298828125,2936.840087890625,59841800
2016-05-09,^DJI,DowJones,17743.849609375,17783.16015625,17668.380859375,17705.91015625,85590000
2016-05-09,^FCHI,CAC40,4322.68994140625,4363.56005859375,4302.9599609375,4322.81005859375,112215100
2016-05-09,^FTSE,FTSE100,6125.7001953125,6177.60009765625,6108.39990234375,6114.7998046875,669494900
2016-05-09,^GDAXI,DAX,9929.1904296875,10068.5302734375,9878.7099609375,9980.490234375,80186000
2016-05-09,^GSPC,SP500,2057.550048828125,2064.14990234375,2054.31005859375,2058.68994140625,3788620000
2016-05-09,^HSI,HangSeng,20279.900390625,20303.189453125,20125.779296875,20156.810546875,1323300000
2016-05-09,^IXIC,NASDAQ,4736.35009765625,4771.93994140625,4735.06005859375,4750.2099609375,1625100000
2016-05-09,^N225,Nikkei225,16226.5703125,16292.8603515625,16159.3095703125,16216.0302734375,118800000
2016-05-09,^SSMI,SMI,7784.330078125,7845.080078125,7756.56982421875,7824.9501953125,48148100
2016-05-09,^STOXX50E,EuroStoxx50,2947.010009765625,2985.68994140625,2938.31005859375,2955.830078125,46580500
2016-05-10,^DJI,DowJones,17726.66015625,17934.609375,17726.66015625,17928.349609375,75790000
2016-05-10,^FCHI,CAC40,4338.0498046875,4374.75,4320.2900390625,4338.2099609375,104155500
2016-05-10,^FTSE,FTSE100,6114.7998046875,6180.2001953125,6114.7998046875,6156.7001953125,652991800
2016-05-10,^GDAXI,DAX,10057.5302734375,10106.9296875,9994.580078125,10045.4404296875,83009900
2016-05-10,^GSPC,SP500,2062.6298828125,2084.8701171875,2062.6298828125,2084.389892578125,3600200000
2016-05-10,^HSI,HangSeng,19962.4296875,20294.4609375,19962.4296875,20242.6796875,1446900000
2016-05-10,^IXIC,NASDAQ,4768.91015625,4811.2998046875,4758.2001953125,4809.8798828125,1760120000
2016-05-10,^N225,Nikkei225,16307.5,16587.630859375,16229.150390625,16565.189453125,166500000
2016-05-10,^SSMI,SMI,7896.6201171875,7959.68994140625,7883.43994140625,7934.93017578125,51081100
2016-05-10,^STOXX50E,EuroStoxx50,2964.320068359375,3003.39990234375,2963.989990234375,2978.969970703125,59839300
2016-05-11,^DJI,DowJones,17919.029296875,17919.029296875,17711.05078125,17711.119140625,87390000
2016-05-11,^FCHI,CAC40,4335.14013671875,4340.580078125,4289.3798828125,4316.669921875,93288200
2016-05-11,^FTSE,FTSE100,6156.7001953125,6172.7001953125,6131.2001953125,6162.5,573062300
2016-05-11,^GDAXI,DAX,10055.400390625,10055.7001953125,9950.1103515625,9975.3203125,97288300
2016-05-11,^GSPC,SP500,2083.2900390625,2083.2900390625,2064.4599609375,2064.4599609375,3821980000
2016-05-11,^HSI,HangSeng,20347.759765625,20347.759765625,20008.919921875,20055.2890625,1337900000
2016-05-11,^IXIC,NASDAQ,4799.2998046875,4812.18994140625,4760.35986328125,4760.68994140625,1859110000
2016-05-11,^N225,Nikkei225,16736.720703125,16814.640625,16536.609375,16579.009765625,143500000
2016-05-11,^SSMI,SMI,7938.509765625,7938.509765625,7889.33984375,7937.8798828125,47223200
2016-05-11,^STOXX50E,EuroStoxx50,2975.469970703125,2979.580078125,2940.239990234375,2956.7099609375,62188800
2016-05-12,^DJI,DowJones,17711.119140625,17798.189453125,17625.380859375,17720.5,88560000
2016-05-12,^FCHI,CAC40,4295.740234375,4361.8798828125,4266.9599609375,4293.27001953125,103302300
2016-05-12,^FTSE,FTSE100,6162.5,6193.2001953125,6094.10009765625,6104.2001953125,698762400
2016-05-12,^GDAXI,DAX,9899.900390625,10078.1904296875,9838.1201171875,9862.1201171875,103137100
2016-05-12,^GSPC,SP500,2067.169921875,2073.989990234375,2053.1298828125,2064.110107421875,3782390000
2016-05-12,^HSI,HangSeng,20100.5,20100.5,19863.619140625,19915.4609375,1150400000
2016-05-12,^IXIC,NASDAQ,4778.18994140625,4779.4599609375,4710.169921875,4737.330078125,1930450000
2016-05-12,^N225,Nikkei225,16459.689453125,16658.0703125,16374.58984375,16646.33984375,138700000
2016-05-12,^SSMI,SMI,7891.72021484375,7971.58984375,7846.72021484375,7885.85009765625,59838000
2016-05-12,^STOXX50E,EuroStoxx50,2951.280029296875,2988.6201171875,2925.840087890625,2935.4599609375,58209400
2016-05-13,^DJI,DowJones,17711.119140625,17734.740234375,17512.48046875,17535.3203125,86640000
2016-05-13,^FCHI,CAC40,4264.77001953125,4335.14990234375,4253.1298828125,4319.990234375,99597300
2016-05-13,^FTSE,FTSE100,6104.2001953125,6138.5,6060.10009765625,6138.5,646363000
2016-05-13,^GDAXI,DAX,9794.830078125,9979.9296875,9767.9404296875,9952.900390625,85100100
2016-05-13,^GSPC,SP500,2062.5,2066.7900390625,2043.1300048828125,2046.6099853515625,3579880000
2016-05-13,^HSI,HangSeng,19843.490234375,19881.91015625,19594.609375,19719.2890625,1758500000
2016-05-13,^IXIC,NASDAQ,4731.06982421875,4759.2900390625,4708.259765625,4717.68017578125,1698030000
2016-05-13,^N225,Nikkei225,16804.169921875,16804.169921875,16400.869140625,16412.2109375,171600000
2016-05-13,^SSMI,SMI,7844.60009765625,7947.89013671875,7829.009765625,7925.759765625,52696900
2016-05-13,^STOXX50E,EuroStoxx50,2923.639892578125,2967.8701171875,2904.090087890625,2956.6298828125,51703400
2016-05-16,^DJI,DowJones,17531.759765625,17755.80078125,17531.759765625,17710.7109375,88440000
2016-05-16,^FCHI,CAC40,4290.64990234375,4316.27978515625,4269.6298828125,4312.27978515625,48829700
2016-05-16,^FTSE,FTSE100,6138.5,6157.2001953125,6092.2001953125,6151.39990234375,445329500
2016-05-16,^GSPC,SP500,2046.530029296875,2071.8798828125,2046.530029296875,2066.659912109375,3501360000
2016-05-16,^HSI,HangSeng,19711.76953125,19998.759765625,19705.91015625,19883.94921875,1486100000
2016-05-16,^IXIC,NASDAQ,4728.85986328125,4791.25,4724.72998046875,4775.4599609375,1741510000
2016-05-16,^N225,Nikkei225,16391.919921875,16632.619140625,16391.919921875,16466.400390625,125100000
2016-05-17,^DJI,DowJones,17701.4609375,17701.4609375,17469.919921875,17529.98046875,103260000
2016-05-17,^FCHI,CAC40,4325.10986328125,4362.330078125,4273.85986328125,4297.56982421875,101426100
2016-05-17,^FTSE,FTSE100,6151.39990234375,6215.89990234375,6147.2001953125,6167.7998046875,758810700
2016-05-17,^GDAXI,DAX,10016.7900390625,10080.3095703125,9846.91015625,9890.1904296875,98583200
2016-05-17,^GSPC,SP500,2065.0400390625,2065.68994140625,2040.8199462890625,2047.2099609375,4108960000
2016-05-17,^HSI,HangSeng,19987.240234375,20145.76953125,19847.69921875,20118.80078125,1568700000
2016-05-17,^IXIC,NASDAQ,4768.85009765625,4776.14990234375,4703.39013671875,4715.72998046875,1925230000
2016-05-17,^N225,Nikkei225,16618.94921875,16655.890625,16509.310546875,16652.80078125,117600000
2016-05-17,^SSMI,SMI,7931.02001953125,7977.68994140625,7878.47998046875,7906.759765625,63751900
2016-05-17,^STOXX50E,EuroStoxx50,2956.2900390625,2991.320068359375,2922.760009765625,2938.090087890625,65064700
2016-05-18,^DJI,DowJones,17501.279296875,17636.220703125,17418.2109375,17526.619140625,79120000
2016-05-18,^FCHI,CAC40,4275.39013671875,4322.22998046875,4267.7099609375,4319.2998046875,87238900
2016-05-18,^FTSE,FTSE100,6167.7998046875,6169.2998046875,6116.0,6165.7998046875,887529400
2016-05-18,^GDAXI,DAX,9828.0498046875,9946.26953125,9811.8603515625,9943.23046875,76853600
2016-05-18,^GSPC,SP500,2044.3800048828125,2060.610107421875,2034.489990234375,2047.6300048828125,4101320000
2016-05-18,^HSI,HangSeng,19862.419921875,19923.830078125,19749.2890625,19826.41015625,1351600000
2016-05-18,^IXIC,NASDAQ,4705.77978515625,4762.27978515625,4704.490234375,4739.1201171875,1934100000
2016-05-18,^N225,Nikkei225,16611.400390625,16795.470703125,16513.169921875,16644.689453125,165100000
2016-05-18,^SSMI,SMI,7887.27978515625,7973.93017578125,7886.509765625,7973.93017578125,56699900
2016-05-18,^STOXX50E,EuroStoxx50,2931.159912109375,2957.010009765625,2916.77001953125,2956.429931640625,44710600
2016-05-19,^DJI,DowJones,17514.16015625,17514.16015625,17331.0703125,17435.400390625,95530000
2016-05-19,^FCHI,CAC40,4292.25,4314.22998046875,4274.56982421875,4282.5400390625,101435500
2016-05-19,^FTSE,FTSE100,6165.7998046875,6165.7998046875,6050.2001953125,6053.39990234375,936494700
2016-05-19,^GDAXI,DAX,9847.6396484375,9899.8603515625,9773.7197265625,9795.8896484375,93387300
2016-05-19,^GSPC,SP500,2044.2099609375,2044.2099609375,2025.9100341796875,2040.0400390625,3846770000
2016-05-19,^HSI,HangSeng,19729.630859375,19793.4609375,19646.349609375,19694.330078125,1148100000
2016-05-19,^IXIC,NASDAQ,4717.35986328125,4735.27001953125,4678.3798828125,4712.52978515625,1805890000
2016-05-19,^N225,Nikkei225,16807.4609375,16841.0390625,16590.16015625,16646.66015625,141600000
2016-05-19,^SSMI,SMI,7943.509765625,7961.5,7904.10986328125,7908.7900390625,62783400
2016-05-19,^STOXX50E,EuroStoxx50,2948.719970703125,2949.60009765625,2917.610107421875,2919.219970703125,58527200
2016-05-20,^DJI,DowJones,17437.3203125,17571.75,17437.3203125,17500.939453125,111990000
2016-05-20,^FCHI,CAC40,4323.6201171875,4353.89990234375,4312.5,4353.89990234375,109632000
2016-05-20,^FTSE,FTSE100,6053.39990234375,6156.5,6053.39990234375,6156.2998046875,780582600
2016-05-20,^GDAXI,DAX,9878.490234375,9921.58984375,9852.7099609375,9916.01953125,78255500
2016-05-20,^GSPC,SP500,2041.8800048828125,2058.35009765625,2041.8800048828125,2052.320068359375,3507650000
2016-05-20,^HSI,HangSeng,19631.7109375,19954.330078125,19631.7109375,19852.19921875,1247700000
2016-05-20,^IXIC,NASDAQ,4729.43994140625,4781.7001953125,4729.0,4769.56005859375,1970520000
2016-05-20,^N225,Nikkei225,16594.990234375,16770.869140625,16548.33984375,16736.349609375,126300000
2016-05-20,^SSMI,SMI,7947.4599609375,8011.330078125,7944.58984375,7997.2998046875,63940800
2016-05-20,^STOXX50E,EuroStoxx50,2930.429931640625,2963.110107421875,2930.429931640625,2962.159912109375,61765900
2016-05-23,^DJI,DowJones,17507.0390625,17550.69921875,17480.05078125,17492.9296875,87790000
2016-05-23,^FCHI,CAC40,4344.89013671875,4357.080078125,4300.18017578125,4325.10009765625,78807700
2016-05-23,^FTSE,FTSE100,6156.2998046875,6173.10009765625,6122.60009765625,6136.39990234375,653011400
2016-05-23,^GDAXI,DAX,9891.3798828125,9971.740234375,9811.740234375,9842.2900390625,76899500
2016-05-23,^GSPC,SP500,2052.22998046875,2055.580078125,2047.260009765625,2048.0400390625,3055480000
2016-05-23,^HSI,HangSeng,19788.130859375,19955.029296875,19750.619140625,19809.029296875,1086600000
2016-05-23,^IXIC,NASDAQ,4771.56982421875,4792.64013671875,4763.91015625,4765.77978515625,1865110000
2016-05-23,^N225,Nikkei225,16671.279296875,16691.5,16417.83984375,16654.599609375,116500000
2016-05-23,^SSMI,SMI,8012.02978515625,8074.06005859375,7968.64013671875,8038.4599609375,49143000
2016-05-23,^STOXX50E,EuroStoxx50,2962.52001953125,2965.429931640625,2922.1201171875,2932.929931640625,50763600
2016-05-24,^DJI,DowJones,17525.189453125,17742.58984375,17525.189453125,17706.05078125,86480000
2016-05-24,^FCHI,CAC40,4309.2998046875,4440.64990234375,4300.419921875,4431.52001953125,104153000
2016-05-24,^FTSE,FTSE100,6136.39990234375,6231.89990234375,6109.60009765625,6219.2998046875,833810600
2016-05-24,^GDAXI,DAX,9798.9404296875,10077.650390625,9773.7998046875,10057.3095703125,85241400
2016-05-24,^GSPC,SP500,2052.64990234375,2079.669921875,2052.64990234375,2076.06005859375,3627340000
2016-05-24,^HSI,HangSeng,19828.01953125,19870.16015625,19712.669921875,19830.4296875,1174100000
2016-05-24,^IXIC,NASDAQ,4792.85009765625,4865.990234375,4792.6298828125,4861.06005859375,1942280000
2016-05-24,^N225,Nikkei225,16605.0390625,16605.0390625,16471.369140625,16498.759765625,109700000
2016-05-24,^SSMI,SMI,7982.22021484375,8138.080078125,7979.509765625,8125.240234375,52936800
2016-05-24,^STOXX50E,EuroStoxx50,2929.280029296875,3017.25,2918.22998046875,3010.1201171875,58176200
2016-05-25,^DJI,DowJones,17735.08984375,17891.7109375,17735.08984375,17851.509765625,79180000
2016-05-25,^FCHI,CAC40,4457.85009765625,4490.169921875,4445.7900390625,4481.64013671875,107680300
2016-05-25,^FTSE,FTSE100,6219.2998046875,6270.2998046875,6219.2998046875,6262.89990234375,870436700
2016-05-25,^GDAXI,DAX,10143.3701171875,10233.0595703125,10130.6796875,10205.2099609375,97691100
2016-05-25,^GSPC,SP500,2078.929931640625,2094.72998046875,2078.929931640625,2090.5400390625,3859160000
2016-05-25,^HSI,HangSeng,20156.759765625,20379.66015625,20156.759765625,20368.05078125,2040800000
2016-05-25,^IXIC,NASDAQ,4877.18017578125,4905.4501953125,4872.419921875,4894.89013671875,1784420000
2016-05-25,^N225,Nikkei225,16764.349609375,16806.029296875,16731.119140625,16757.349609375,107400000
2016-05-25,^SSMI,SMI,8151.1201171875,8187.7099609375,8140.89990234375,8167.60986328125,54870700
2016-05-25,^STOXX50E,EuroStoxx50,3018.81005859375,3069.56005859375,3018.81005859375,3061.60009765625,67982300
2016-05-26,^DJI,DowJones,17859.51953125,17888.66015625,17803.8203125,17828.2890625,68940000
2016-05-26,^FCHI,CAC40,4478.169921875,4513.77001953125,4477.02001953125,4512.64013671875,103885200
2016-05-26,^FTSE,FTSE100,6262.89990234375,6281.7001953125,6243.5,6265.7001953125,665573200
2016-05-26,^GDAXI,DAX,10213.8701171875,10286.23046875,10207.08984375,10272.7099609375,74689600
2016-05-26,^GSPC,SP500,2091.43994140625,2094.300048828125,2087.080078125,2090.10009765625,3230990000
2016-05-26,^HSI,HangSeng,20373.48046875,20404.73046875,20249.9609375,20397.109375,1347000000
2016-05-26,^IXIC,NASDAQ,4897.77978515625,4909.3798828125,4887.27001953125,4901.77001953125,1606250000
2016-05-26,^N225,Nikkei225,16927.689453125,16957.560546875,16743.169921875,16772.4609375,122000000
2016-05-26,^SSMI,SMI,8180.31005859375,8234.2802734375,8159.669921875,8229.5498046875,51762300
2016-05-26,^STOXX50E,EuroStoxx50,3053.72998046875,3074.239990234375,3051.1201171875,3071.2099609375,51966600
2016-05-27,^DJI,DowJones,17826.849609375,17873.220703125,17824.73046875,17873.220703125,73190000
2016-05-27,^FCHI,CAC40,4498.43017578125,4518.22021484375,4493.06005859375,4514.740234375,85290900
2016-05-27,^FTSE,FTSE100,6265.7001953125,6275.89990234375,6250.2998046875,6270.7998046875,559788200
2016-05-27,^GDAXI,DAX,10257.91015625,10298.759765625,10241.98046875,10286.3095703125,62475500
2016-05-27,^GSPC,SP500,2090.06005859375,2099.06005859375,2090.06005859375,2099.06005859375,3079150000
2016-05-27,^HSI,HangSeng,20425.0,20620.150390625,20290.83984375,20576.76953125,1611400000
